#SampleID	Sample Accession	Sample Alias	Ecozone	Region	Site	Environmental Source	Phylogenetic Marker	Target Gene Subfragment	Collection Date	sampling_depth_m	elevation_m	mean_annual_temp_C	total_carbon	total_nitrogen	ph	cn_ratio	ph_category
ERR765975	ERS663001	TXC128B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.7	0	5.1	15.7	Slightly Acidic
ERR765976	ERS663002	TXC129B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.7	0	5.1	15.7	Slightly Acidic
ERR765977	ERS663003	TXC130B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	NA	NA	4.4	NA	Moderately Acidic
ERR765978	ERS663004	TXC131B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	NA	NA	4.86	NA	Moderately Acidic
ERR765979	ERS663005	TXC132B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	NA	NA	4.1	NA	Moderately Acidic
ERR765980	ERS663006	TXC133B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.7	0	4.3	16.4	Moderately Acidic
ERR765981	ERS663007	TXC134B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.7	0	4.4	16.4	Moderately Acidic
ERR765982	ERS663008	TXC135B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.7	0	4.6	16.4	Moderately Acidic
ERR765983	ERS663009	TXC136B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	12.3	0.4	NA	27.4	NA
ERR765984	ERS663010	TXC137B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	9	0.3	4.8	27	Moderately Acidic
ERR765985	ERS663011	TXC138B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	12.3	0.5	4.8	27.2	Moderately Acidic
ERR765986	ERS663012	TXC139B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.7	0	4.4	16.4	Moderately Acidic
ERR765987	ERS663013	TXC140B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.7	0	4.5	16.4	Moderately Acidic
ERR765988	ERS663014	TXC141B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.7	0	4.9	16.4	Moderately Acidic
ERR765989	ERS663015	TXC142B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	NA	NA	4.1	NA	Moderately Acidic
ERR765990	ERS663016	TXC143B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	NA	NA	4.3	NA	Moderately Acidic
ERR765991	ERS663017	TXC144B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	NA	NA	4.3	NA	Moderately Acidic
ERR765992	ERS663018	TXC145B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	NA	NA	NA	NA	NA
ERR765993	ERS663019	TXC146B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	NA	NA	NA	NA	NA
ERR765994	ERS663020	TXC147B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	NA	NA	NA	NA	NA
ERR765995	ERS663021	TXC148B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	25.1	0.8	4.1	32.3	Moderately Acidic
ERR765996	ERS663022	TXC149B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	18.2	0.7	4.7	27.2	Moderately Acidic
ERR765997	ERS663023	TXC150B	LPTX	Texas	TXC	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	13.8	0.5	4.2	26.8	Moderately Acidic
